backend,backend_size,code,decoder,distance,cycles,num_samples,error_type,error_probability,logical_error_rate,layout_method,routing_method,translating_method,time_backend,time_circuit,time_transpile,time_repr,time_noise,time_decode,total_time,mem_backend_MB,mem_circuit_MB,mem_transpile_MB,mem_repr_MB,mem_noise_MB,mem_decode_MB,mem_backend_full_MB,mem_circuit_full_MB,mem_transpile_full_MB,mem_repr_full_MB,mem_noise_full_MB,mem_decode_full_MB,peak_memory_MB,peak_memory_full_MB
custom_full,400,surface,bposd,13,13,1000,modsi1000,0.004,0.003000,N/A,N/A,N/A,12.070021471008658,1.4783626010175794,5.854778473963961,4.421622547786683,2.5842533849645406,36884.95335988002,36911.371940798126,74.676602,77.966808,148.641306,148.641306,148.641306,171.623441,547.725312,557.91616,788.91008,788.975616,788.975616,809.037824,171.623441,809.037824
