backend,backend_size,code,decoder,distance,cycles,num_samples,error_type,error_probability,logical_error_rate,layout_method,routing_method,translating_method
real_apollo,,gross,bposd,12,12,1000,real_apollo,,0.000,N/A,N/A,N/A
real_apollo,,surface,bposd,17,17,1000,real_apollo,,0.000,N/A,N/A,N/A
real_apollo,,color,bposd,17,17,1000,real_apollo,,0.000,N/A,N/A,N/A
real_apollo,,hh,bposd,17,17,1000,real_apollo,,0.000,N/A,N/A,N/A
real_apollo,,steane,bposd,27,27,1000,real_apollo,,0.034,N/A,N/A,N/A
real_apollo,,bacon,bposd,27,27,1000,real_apollo,,0.000,N/A,N/A,N/A
